행정구역,2013년_총인구수,2013년_세대수,2013년_세대당 인구,2013년_남자 인구수,2013년_여자 인구수,2013년_남여 비율,2014년_총인구수,2014년_세대수,2014년_세대당 인구,2014년_남자 인구수,2014년_여자 인구수,2014년_남여 비율,2015년_총인구수,2015년_세대수,2015년_세대당 인구,2015년_남자 인구수,2015년_여자 인구수,2015년_남여 비율,2016년_총인구수,2016년_세대수,2016년_세대당 인구,2016년_남자 인구수,2016년_여자 인구수,2016년_남여 비율,2017년_총인구수,2017년_세대수,2017년_세대당 인구,2017년_남자 인구수,2017년_여자 인구수,2017년_남여 비율,2018년_총인구수,2018년_세대수,2018년_세대당 인구,2018년_남자 인구수,2018년_여자 인구수,2018년_남여 비율,2019년_총인구수,2019년_세대수,2019년_세대당 인구,2019년_남자 인구수,2019년_여자 인구수,2019년_남여 비율,2020년_총인구수,2020년_세대수,2020년_세대당 인구,2020년_남자 인구수,2020년_여자 인구수,2020년_남여 비율,2021년_총인구수,2021년_세대수,2021년_세대당 인구,2021년_남자 인구수,2021년_여자 인구수,2021년_남여 비율,2022년_총인구수,2022년_세대수,2022년_세대당 인구,2022년_남자 인구수,2022년_여자 인구수,2022년_남여 비율
제주특별자치도  (5000000000),593806,238465,2,297504,296302,1,607346,246516,2,304656,302690,1,624395,256928,2,313428,310967,1,641597,266972,2,322545,319052,1,657083,278203,2,330823,326260,1,667191,287104,2,335719,331472,1,670989,293155,2,337345,333644,1,674635,302033,2,338609,336026,1,676759,307529,2,339177,337582,1,678159,311355,2,339590,338569,1
